Circuit: * C:\Users\ariel\InformesTC\TP2\graficos\ejercicio4\spice\integrador.asc
Source Step = 18.9669%
Source Step = 19.7253%
Source Step = 20.4837%
vernier = 0.0375423
Source Step = 21.5076%
Source Step = 22.6453%
Source Step = 23.7829%
Source Step = 24.9206%
Source Step = 26.0582%
vernier = 0.0563135
Source Step = 26.7266%
Source Step = 27.1532%
Source Step = 27.5798%
Source Step = 28.0064%
Source Step = 28.4331%
vernier = 0.0211176
Source Step = 28.945%
Source Step = 29.5849%
Source Step = 30.2248%
Source Step = 30.8648%
Source Step = 31.5047%
vernier = 0.0316764
Source Step = 32.2406%
Source Step = 33.2005%
Source Step = 34.1604%
Source Step = 35.1203%
Source Step = 36.0802%
vernier = 0.0475145
Source Step = 36.8841%
Source Step = 37.244%
Source Step = 37.604%
Source Step = 37.964%
Source Step = 38.3239%
Source Step = 38.6839%
vernier = 0.0178179
Source Step = 39.2238%
Source Step = 39.7637%
Source Step = 40.3037%
Source Step = 40.8436%
Source Step = 41.3836%
vernier = 0.0267269
Source Step = 42.1665%
Source Step = 42.9764%
Source Step = 43.7863%
Source Step = 44.5962%
Source Step = 45.4061%
vernier = 0.0400904
Source Step = 46.54%
Source Step = 47.7548%
Source Step = 48.9697%
Source Step = 50.1845%
Source Step = 51.3994%
vernier = 0.0601356
Source Step = 52.0372%
Source Step = 52.4928%
Source Step = 52.9484%
Source Step = 53.4039%
Source Step = 53.8595%
vernier = 0.0225508
Source Step = 54.429%
Source Step = 55.1123%
Source Step = 55.7957%
Source Step = 56.479%
Source Step = 57.1624%
vernier = 0.0338263
Source Step = 57.9824%
Source Step = 59.0075%
Source Step = 60.0325%
Source Step = 61.0575%
Source Step = 62.0826%
vernier = 0.0507394
Source Step = 62.877%
Source Step = 63.2614%
Source Step = 63.6458%
Source Step = 64.0302%
Source Step = 64.4145%
vernier = 0.0190273
Source Step = 64.8182%
Source Step = 65.3947%
Source Step = 65.9713%
Source Step = 66.5479%
Source Step = 67.1245%
Source Step = 67.7011%
vernier = 0.0285409
Source Step = 68.5659%
Source Step = 69.4308%
Source Step = 70.2957%
Source Step = 71.1606%
Source Step = 72.0255%
vernier = 0.0428114
Source Step = 72.3714%
Source Step = 72.6957%
Source Step = 73.0201%
Source Step = 73.3444%
Source Step = 73.6687%
vernier = 0.0160543
Source Step = 74.1066%
Source Step = 74.5931%
Source Step = 75.0795%
Source Step = 75.566%
Source Step = 76.0525%
vernier = 0.0240814
Source Step = 76.685%
Source Step = 77.4147%
Source Step = 78.1445%
Source Step = 78.8742%
Source Step = 79.6039%
vernier = 0.0361221
Source Step = 80.5161%
Source Step = 81.6107%
Source Step = 82.7053%
Source Step = 83.7999%
Source Step = 84.8945%
vernier = 0.0541831
Source Step = 85.6744%
Source Step = 86.0849%
Source Step = 86.4954%
Source Step = 86.9059%
Source Step = 87.3164%
vernier = 0.0203187
Source Step = 87.7679%
Source Step = 88.3836%
Source Step = 88.9993%
Source Step = 89.615%
Source Step = 90.2308%
vernier = 0.030478
Source Step = 90.8773%
Source Step = 91.8008%
Source Step = 92.7244%
Source Step = 93.648%
Source Step = 94.5716%
Source Step = 95.4951%
vernier = 0.045717
Source Step = 95.8068%
Source Step = 96.1532%
Source Step = 96.4995%
Source Step = 96.8459%
Source Step = 97.1922%
vernier = 0.0171439
Source Step = 97.6771%
Source Step = 98.1966%
Source Step = 98.7161%
Source Step = 99.2356%
Source Step = 99.7551%
vernier = 0.0257158
Source stepping succeeded in finding the operating point.


Date: Tue Aug 28 20:21:11 2018
Total elapsed time: 5.825 seconds.

tnom = 27
temp = 27
method = trap
totiter = 700086
traniter = 0
tranpoints = 0
accept = 0
rejected = 0
matrix size = 58
fillins = 110
solver = Normal
Matrix Compiler1:     443 opcodes
Matrix Compiler2: off  [0.5]/0.7/0.6

